"","c(5, 1, 1)","c(2, 4, 1)Xc(3, 4, 1)Xc(4, 4, 1)Xc(5, 4, 1)Xc(2, 5, 1)Xc(3, 5, 1)Xc(4, 5, 1)Xc(5, 5, 1)","c(1, 3, 2)Xc(1, 4, 2)Xc(1, 5, 2)Xc(1, 3, 3)Xc(1, 4, 3)Xc(1, 5, 3)","support_detection_rate"
"75",1.30371052434951,-0.182144251262625,-0.861916714757217,1
"76",0.215534373476203,0.304839079584198,-0.467071276406898,1
"77",0.572278368158438,-0.438857576330192,0.667820677278469,1
"78",0.375641962334364,0.444097121585076,-2.07436934903437,1
"79",-0.526486955270176,-0.900597179092989,1.00364391784078,1
"80",0.42095683434449,-1.24336054512865,0.439892968439294,1
"81",-2.76929724107105,-1.42124501504659,1.21926742135848,1
"82",-0.8107264046205,0.398856357247312,0.0708597691015024,1
"83",-1.34922522304381,0.0480336846151136,-0.201399460677636,1
"84",0.638258859250496,-0.0761548472151123,-0.0122283991632154,1
"85",0.0518842071254336,-0.272277670172432,-0.252851065879516,1
"86",0.22028579744753,-2.38184998623916,-0.398535305790641,1
"87",-0.635811115631726,0.226245542126628,-1.37432300721899,1
"88",1.34680726652786,0.724862784763672,-2.2928880701018,1
"89",0.495464106043371,-2.02463565016936,0.401792263992214,1
"90",0.103405899987578,-0.788722867807807,-3.18552405843083,1
"91",-2.24759590405477,1.00594595086016,-0.0496076226902197,1
"92",-0.540582435521024,-0.0576636785059835,0.288786292336702,1
"93",0.574586177305966,-0.825812986318115,-0.467236991258425,1
"94",0.821933823750053,0.781827447013307,-0.969448969084246,1
"95",-0.24464159595533,1.0720614227349,-1.33724412758551,1
"96",-0.285342027870945,-1.7169828810545,1.26177378019713,1
"97",-1.10178484628315,-0.337951802347491,0.493250770694385,1
"98",1.03769777091518,-0.000483515714354724,-2.27248641192185,1
"99",0.581071509424861,-0.0513579755209779,-1.44221170925805,1
"100",-0.298601471406623,1.30652027047808,0.227178975088154,1
"101",0.580605529738057,0.422611153784492,-0.937136858468066,1
"102",-0.450897196953014,-0.0860854584472709,-1.64741407661018,1
"103",0.521938304422009,-1.35367891867799,-0.201386722792288,1
"104",-0.972568056786187,0.105325193602591,0.767942706483198,1
"105",0.55708667986742,1.73567935601285,-1.51053246938284,1
"106",-0.363147846421505,1.01860827420527,0.220954589306793,1
"107",-0.316658172715536,-0.206299029200418,1.09539200221708,1
"108",0.87864480899665,-0.260293268400787,1.36497117541611,1
"109",1.19295125762326,-0.147324188475394,-0.575024938920242,1
"110",0.424682362543811,-0.517950244858082,1.00599078252063,1
"111",-2.03187137629346,0.944124430061355,1.14315404391623,1
"112",1.60656182616108,0.445487055813223,-0.106293333803735,1
"113",0.535786089841019,-1.3271683375345,0.339658354961885,1
