"","c(5, 1, 1)","c(2, 4, 1)Xc(3, 4, 1)Xc(4, 4, 1)Xc(5, 4, 1)Xc(2, 5, 1)Xc(3, 5, 1)Xc(4, 5, 1)Xc(5, 5, 1)","c(1, 3, 2)Xc(1, 4, 2)Xc(1, 5, 2)Xc(1, 3, 3)Xc(1, 4, 3)Xc(1, 5, 3)","c(1, 2, 2)Xc(1, 3, 2)Xc(1, 4, 2)Xc(1, 5, 2)Xc(1, 2, 3)Xc(1, 3, 3)Xc(1, 4, 3)Xc(1, 5, 3)","c(1, 4, 2)Xc(1, 5, 2)Xc(1, 4, 3)Xc(1, 5, 3)","c(1, 2, 2)Xc(1, 3, 2)Xc(1, 4, 2)Xc(1, 5, 2)","c(1, 2, 3)","c(1, 3, 3)Xc(1, 4, 3)Xc(1, 5, 3)","support_detection_rate"
"168",-1.46612889627926,0.466045162990873,1.51525221122638,NA,NA,NA,NA,NA,0.96
"169",0.367764016369327,-1.07609390961916,-0.576409887692195,NA,NA,NA,NA,NA,0.96
"170",0.102986018832971,-0.11694638341133,0.796806019458164,NA,NA,NA,NA,NA,0.96
"171",-1.65142499023682,-1.86128674920426,-0.712487334204772,NA,NA,NA,NA,NA,0.96
"172",0.581369232687853,-0.35301096083391,0.327774189260378,NA,NA,NA,NA,NA,0.96
"173",-1.07963958106632,0.13781649669784,0.463173003592017,NA,NA,NA,NA,NA,0.96
"174",-1.01835590060086,-0.984834678496763,0.256630661076117,NA,NA,NA,NA,NA,0.96
"175",0.0756408280377254,0.177290088207836,0.111064441809145,NA,NA,NA,NA,NA,0.96
"176",0.279176446094169,-0.453301445222672,-0.419804633022967,NA,NA,NA,NA,NA,0.96
"177",-0.731080183797653,-1.86950110953452,-1.14356496807121,NA,NA,NA,NA,NA,0.96
"178",0.751744037908832,-0.41705728492473,0.779149328294394,NA,NA,NA,NA,NA,0.96
"179",2.71832903781271,1.34238132295101,0.128362440826839,NA,NA,NA,NA,NA,0.96
"180",-0.406513709177287,-0.37465308371621,-0.105217928372938,NA,NA,NA,NA,NA,0.96
"181",0.417579124761795,1.56475972609928,1.8554028536202,NA,NA,NA,NA,NA,0.96
"182",0.195305325163596,-0.417934852760914,0.0503863201168967,NA,NA,NA,NA,NA,0.96
"183",-0.0275835054949291,0.624371080606298,1.12408202213566,NA,NA,NA,NA,NA,0.96
"184",-0.873890198413781,-1.29779926099904,-0.282646181447728,NA,NA,NA,NA,NA,0.96
"185",1.17755550685408,-0.831223553831584,0.684783048572435,NA,NA,NA,NA,NA,0.96
"186",-1.02373899535047,-0.198267313212057,0.026966647754453,NA,NA,NA,NA,NA,0.96
"187",0.204763891817349,0.99581662080322,0.0843955437768752,NA,NA,NA,NA,NA,0.96
"188",-1.43079311285547,-0.831549572736071,0.0867179422356879,NA,NA,NA,NA,NA,0.96
"189",0.234126481045793,-0.333046876499306,0.33638104707447,NA,NA,NA,NA,NA,0.96
"190",0.575040238039327,-0.00409546775157882,-2.1954429462085,NA,NA,NA,NA,NA,0.96
"191",-1.00095468218594,-1.25011828411714,-1.71297392111874,NA,NA,NA,NA,NA,0.96
"192",-1.98423513895342,-0.522376465111546,NA,0.647909352425081,NA,NA,NA,NA,0.96
"193",1.56643456854212,-1.35784854838195,0.869120474393714,NA,NA,NA,NA,NA,0.96
"194",-0.45346074863531,0.799103502859315,-0.0465262751864026,NA,NA,NA,NA,NA,0.96
"195",1.42439044472984,0.221342719556447,0.244248551422264,NA,NA,NA,NA,NA,0.96
"196",0.585329382534162,1.44760052576748,0.278094587569989,NA,NA,NA,NA,NA,0.96
"197",-0.459605327207284,1.34761874154258,-0.0792873785891193,NA,NA,NA,NA,NA,0.96
"198",-1.21632008475686,0.10557313993306,0.474671729581064,NA,NA,NA,NA,NA,0.96
"199",-0.946883986265438,-0.0479955016552505,-0.361350244644383,NA,NA,NA,NA,NA,0.96
"200",1.20036431995552,1.10684813443192,0.591070870715627,NA,NA,NA,NA,NA,0.96
