"","c(5, 1, 1)","c(2, 4, 1)Xc(3, 4, 1)Xc(4, 4, 1)Xc(5, 4, 1)Xc(2, 5, 1)Xc(3, 5, 1)Xc(4, 5, 1)Xc(5, 5, 1)","c(1, 3, 2)Xc(1, 4, 2)Xc(1, 5, 2)Xc(1, 3, 3)Xc(1, 4, 3)Xc(1, 5, 3)","c(1, 2, 2)Xc(1, 3, 2)Xc(1, 4, 2)Xc(1, 5, 2)Xc(1, 2, 3)Xc(1, 3, 3)Xc(1, 4, 3)Xc(1, 5, 3)","c(1, 3, 3)Xc(1, 4, 3)Xc(1, 5, 3)","c(1, 4, 2)Xc(1, 5, 2)Xc(1, 4, 3)Xc(1, 5, 3)","c(3, 3, 2)Xc(4, 3, 2)Xc(5, 3, 2)Xc(3, 3, 3)Xc(4, 3, 3)Xc(5, 3, 3)","c(3, 4, 2)Xc(4, 4, 2)Xc(5, 4, 2)Xc(3, 5, 2)Xc(4, 5, 2)Xc(5, 5, 2)Xc(3, 4, 3)Xc(4, 4, 3)Xc(5, 4, 3)Xc(3, 5, 3)Xc(4, 5, 3)Xc(5, 5, 3)","c(2, 4, 1)Xc(3, 4, 1)Xc(4, 4, 1)Xc(5, 4, 1)","c(2, 5, 1)","c(3, 5, 1)Xc(4, 5, 1)Xc(5, 5, 1)","c(5, 4, 3)Xc(5, 5, 3)","c(1, 3, 3)","c(1, 4, 2)Xc(1, 5, 2)","c(1, 4, 3)Xc(1, 5, 3)","c(2, 4, 1)Xc(2, 5, 1)","c(3, 4, 1)Xc(4, 4, 1)Xc(5, 4, 1)Xc(3, 5, 1)Xc(4, 5, 1)Xc(5, 5, 1)","support_detection_rate"
"61",1.25303683148425,NA,-1.63513300670349,NA,NA,NA,NA,NA,0.764578239585698,-4.09187086270849,1.23626581726571,NA,NA,NA,NA,NA,NA,0.84
"62",0.188447870462637,-0.454500835099414,-0.575796056285876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84
"63",-0.284885044017258,1.45365394769851,0.959082447306604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84
"64",-0.955962564757135,-0.903259671645422,NA,NA,NA,0.322312166178584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84
"65",-0.642451027639893,2.09713354504651,NA,NA,NA,0.827573676040713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84
"66",-0.843881499950394,-1.28205387116697,0.389085972356633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84
"67",-0.332622051742302,1.24335352271773,0.828693377426674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84
"68",2.03901882754603,-0.921717992593887,-0.539185941644306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84
"69",0.243526843124787,0.95719271112751,-1.39319151026074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84
"70",0.263733436846767,0.863132339668168,-0.233576509479905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84
"71",1.43285218411014,0.0560430719324455,0.798924583424886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84
"72",0.396332534145558,0.90576581251546,0.370420220422992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84
"73",0.117225622175286,0.540190104719097,0.192214542409645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84
"74",-0.864268974790948,-0.430100684559797,-0.43654759618196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84
"75",-1.42712377432324,-0.201593292898129,0.469891423206482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84
"76",0.563741652913288,-0.985433077219964,0.207137271265593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84
