"","Lasso_best","Lasso_hybrid","SP_best","SP_hybrid","Lasso_prct_diff","SP_prct_diff","Lasso_abs_diff","SP_abs_diff","n","sim"
"64",5.28136052069562,4.50577742474596,5.17670732743372,5.17670737537027,0.14685289764076,-9.2600482466189e-09,0.775583095949666,-4.79365596106618e-08,7000,4
"65",5.19564320332566,4.39821505641,4.97672275189902,4.97672271375579,0.153480159377619,7.66432704766208e-09,0.797428146915665,3.81432307960949e-08,7000,5
"66",5.34988761725894,4.50645311183582,5.11934730306463,5.1193472637281,0.157654621136746,7.6838947834121e-09,0.843434505423127,3.93365260364931e-08,7000,6
"67",5.23726446413143,4.34187104067979,5.00990327805201,5.00990327828051,0.170965860056132,-4.56096401462383e-11,0.895393423451646,-2.28499885679412e-10,7000,7
"68",5.43110436701624,5.39909388627357,5.01153375658064,5.01153361953193,0.00589391743916311,2.73466607963955e-08,0.032010480742672,1.37048713710897e-07,7000,8
"69",5.18821169867517,4.48617703705097,4.83374177586673,4.83374177524384,0.135313418649333,1.28861839065561e-10,0.702034661624201,6.22884854806216e-10,7000,9
"70",5.39950012588154,5.01709394528367,5.15137462917321,5.15137462916909,0.0708225153593142,7.99664518134714e-13,0.382406180597864,4.11937151056918e-12,7000,10
"71",5.05876055461512,4.76283290977937,4.86936725200495,4.86936725271515,0.0584980533553374,-1.45851828252759e-10,0.295927644835752,-7.10206116139034e-10,8000,1
"72",5.13806123382266,4.67574482792275,5.02544805665188,5.02544805662573,0.08997876530871,5.20417313076639e-12,0.46231640589991,2.61533017464899e-11,8000,2
"73",5.24899282877596,5.21935490768499,4.92742754220869,4.92742779822886,0.00564640152078232,-5.19581790316492e-08,0.0296379210909761,-2.56020162403559e-07,8000,3
"74",5.38758121478836,5.31706801458668,5.02583784524574,5.02583784557983,0.0130880997223992,-6.64739760173156e-11,0.0705132002016748,-3.34087424391782e-10,8000,4
"75",5.29985685479808,5.13180275368044,5.00134587276564,5.00134578303348,0.0317091773838174,1.7941602118117e-08,0.168054101117633,8.97321577042476e-08,8000,5
"76",5.24808256030355,4.9325462002692,4.98248691406735,4.98248699282085,0.0601241227455261,-1.58060628870969e-08,0.315536360034345,-7.87535014978857e-08,8000,6
"77",5.32340618587073,4.60968225083848,5.01692109364262,5.01692137962016,0.134072792890875,-5.70025993317201e-08,0.713723935032252,-2.85977542979765e-07,8000,7
"78",5.27521732838895,4.5883307210077,5.09565860035677,5.09565838928751,0.130210105977005,4.14213884941133e-08,0.686886607381257,2.11069254518748e-07,8000,8
"79",5.22949394736113,4.56678546218812,5.09677526124917,5.09677520904032,0.126725165349396,1.02435058144192e-08,0.662708485173006,5.22088470233939e-08,8000,9
"80",5.41339982083047,5.20550866201073,5.07991319842192,5.07991312928516,0.0384030675177148,1.36098319119101e-08,0.207891158819738,6.91367647576158e-08,8000,10
"81",5.41763859148864,5.33621710371335,5.02415532389263,5.02415537920728,0.0150289626006448,-1.10097420609879e-08,0.0814214877752928,-5.53146541903971e-08,9000,1
