"","c(5, 1, 1)","c(2, 4, 1)Xc(3, 4, 1)Xc(4, 4, 1)Xc(5, 4, 1)Xc(2, 5, 1)Xc(3, 5, 1)Xc(4, 5, 1)Xc(5, 5, 1)","c(1, 3, 2)Xc(1, 4, 2)Xc(1, 5, 2)Xc(1, 3, 3)Xc(1, 4, 3)Xc(1, 5, 3)","c(1, 2, 2)Xc(1, 3, 2)Xc(1, 4, 2)Xc(1, 5, 2)Xc(1, 2, 3)Xc(1, 3, 3)Xc(1, 4, 3)Xc(1, 5, 3)","support_detection_rate"
"71",1.27356240852835,-0.395912085416621,0.952429402251534,NA,0.995
"72",0.604423318292195,-2.70641760069875,-0.112523920040327,NA,0.995
"73",-0.766316046752832,0.407216361938809,-0.357373412015415,NA,0.995
"74",-0.102924373117118,0.161956460765116,1.62447950266034,NA,0.995
"75",-0.209311701463515,-1.98759759179669,-0.409836718336505,NA,0.995
"76",-1.80150290710381,-0.577280695433535,0.180786005778769,NA,0.995
"77",1.01963988605187,0.740142363832081,0.746717630115242,NA,0.995
"78",-0.901601161401328,-0.450605499022914,1.22001626283636,NA,0.995
"79",2.20786810173258,2.06775250349076,-0.405183338130433,NA,0.995
"80",1.05032220294264,-1.2757721354751,-1.03953546699684,NA,0.995
"81",-0.66111986775551,2.44918152217665,-0.331077518205167,NA,0.995
"82",1.21760978541213,0.994621557121134,0.0066134258302892,NA,0.995
"83",1.00421953209865,-0.441997641440874,-1.14528731469244,NA,0.995
"84",1.75981381332696,1.63013444815301,-0.934484272988076,NA,0.995
"85",0.37310897441869,-1.65587818427624,0.916378128237713,NA,0.995
"86",-0.376002638937595,0.290209147989309,2.32497903121759,NA,0.995
"87",-0.514825182874734,-0.0870846946671804,-1.89682543348092,NA,0.995
"88",1.00070249760495,-0.548968832705523,-1.86132784457763,NA,0.995
"89",0.763712030683613,1.84687538614983,1.22718290448004,NA,0.995
"90",0.828999484866238,0.115543435848718,0.542709356205923,NA,0.995
"91",-0.0290735236769056,0.53382398144884,-0.519097986987876,NA,0.995
"92",-0.648368658640085,-1.05576066690937,-0.352098716976591,NA,0.995
"93",-0.0906522741958286,0.514528979832189,0.536946440554474,NA,0.995
"94",-1.69401514825443,-1.13655298505761,1.04856852813935,NA,0.995
"95",-0.0744213651760025,-1.27314598857418,-1.03360759023615,NA,0.995
"96",0.454650334779098,-1.17278146486903,-0.565114180073705,NA,0.995
"97",-1.22882870232163,-0.753069971054895,-0.87614932469254,NA,0.995
"98",1.06385353427703,0.586755612608773,-0.532815918422778,NA,0.995
"99",-0.904288206651236,0.726082057073533,-0.581030445715086,NA,0.995
"100",2.26388247864024,-0.772516713190709,-1.11036325452675,NA,0.995
"101",0.581017565024366,-0.199599663857685,1.37028338674294,NA,0.995
"102",-0.629926794109033,1.04589328957757,-0.0245314509558728,NA,0.995
"103",0.517394620468781,1.15715090087622,0.945988633636636,NA,0.995
"104",0.407695045534037,-0.691182358970807,1.25919509933139,NA,0.995
"105",-0.508368283013782,0.566946213508996,1.19591207943506,NA,0.995
"106",-0.779239799798727,-0.540958892995365,-0.793407216029755,NA,0.995
"107",-0.397547798473777,-0.856801426814859,-0.336390612847597,NA,0.995
"108",2.12236310126469,-1.29190203825724,-1.22635351374341,NA,0.995
"109",0.544101444194504,-0.763199422563219,0.0798402562063296,NA,0.995
"110",0.256886742065997,-2.20735462104642,-0.290566773906324,NA,0.995
"111",-0.052358028714357,-0.509485512595674,-1.33989187408866,NA,0.995
"112",1.16876591585092,0.101592807368932,1.43030963622361,NA,0.995
"113",-0.215347621456534,0.626904656982126,-0.297154491232185,NA,0.995
"114",1.20354899347091,-1.42518185808872,0.0859199805246284,NA,0.995
"115",0.857044665197812,-0.279707960946491,1.09928767470842,NA,0.995
"116",0.100269989361275,0.185258488029464,-0.248744457584507,NA,0.995
"117",-0.136902421709111,0.690187278606484,1.35341444151938,NA,0.995
"118",-0.479461722749705,-0.733485416380981,0.46036329934874,NA,0.995
"119",-2.47272109738713,0.944093070450144,0.0460463487327772,NA,0.995
"120",-0.517692113052964,2.34818440513739,-0.0278872016787961,NA,0.995
"121",0.614743819075824,-1.18723640965632,0.27552227674258,NA,0.995
"122",0.494057730559423,-0.381020710044688,-0.20330869589529,NA,0.995
"123",-2.21698806669635,-0.638718140088208,0.562387040549118,NA,0.995
"124",-0.239560362797554,-0.367385820685849,-0.394478831759986,NA,0.995
"125",0.0791116414387989,-0.729856024894455,-0.982267997705425,NA,0.995
"126",1.71337656050412,0.112343247883234,-0.298571466365136,NA,0.995
"127",-0.364629744338948,1.01502187508928,0.847023315440143,NA,0.995
