Policies,estimate,Pooling
"c(1, 1, 3)",-0.06748482314154902,Pruned
"c(1, 1, 3)",0.06999402842536134,Pruned
"c(1, 1, 3)",-0.20287479628921481,Pruned
"c(1, 1, 3)",-0.05020999535775323,Pruned
"c(1, 1, 3)",0.04591024919305636,Pruned
"c(1, 1, 3)",-0.1309540366958729,Pruned
"c(1, 1, 3)",0.022173334782168184,Pruned
"c(1, 1, 3)",-0.30440146413164626,Pruned
"c(1, 1, 3)",0.21491067967061595,Pruned
"c(1, 1, 3)",0.11911627928674139,Pruned
"c(1, 1, 3)",-0.053854810564810625,Pruned
"c(1, 1, 3)",-0.5206123001610374,Pruned
"c(1, 1, 3)",-0.1075884790169027,Pruned
"c(1, 1, 3)",0.032211870219979115,Pruned
"c(1, 1, 3)",-0.11524584903232211,Pruned
"c(1, 1, 3)",0.2232141639466761,Pruned
"c(1, 1, 3)",0.21396063754783695,Pruned
"c(1, 1, 3)",0.025751714825194772,Pruned
"c(1, 1, 3)",0.29201930888056166,Pruned
"c(1, 1, 3)",-0.04726958780570865,Pruned
"c(1, 1, 3)",-0.08043735568471866,Pruned
"c(1, 1, 3)",-0.045761457509151386,Pruned
"c(1, 1, 3)",-0.04187036634361246,Pruned
"c(1, 1, 3)",0.15343705663751428,Pruned
"c(1, 1, 3)",0.06893319454400451,Pruned
"c(1, 1, 3)",-0.13075967340558647,Pruned
"c(1, 1, 3)",-0.22522327827541053,Pruned
"c(1, 1, 3)",0.054014680058377236,Pruned
"c(1, 1, 3)",-0.00430950153846176,Pruned
"c(1, 1, 3)",-0.1502436323254565,Pruned
"c(1, 1, 3)",0.0015410876012151389,Pruned
"c(1, 1, 3)",0.4047709041241045,Pruned
"c(1, 1, 3)",0.08589356395980499,Pruned
"c(1, 1, 3)",0.3565843132669277,Pruned
"c(1, 1, 3)",-0.08839346190750572,Pruned
"c(1, 1, 3)",0.2719879812607784,Pruned
"c(1, 1, 3)",-0.17098921624797406,Pruned
"c(1, 1, 3)",0.02013005170471733,Pruned
"c(1, 1, 3)",-0.09272884989266378,Pruned
"c(1, 1, 3)",-0.008431967512425363,Pruned
"c(1, 1, 3)",0.308738083562158,Pruned
"c(1, 1, 3)",-0.1078471563481485,Pruned
"c(1, 1, 3)",-0.2021756500476575,Pruned
"c(1, 1, 3)",-0.004866101501344242,Pruned
"c(1, 1, 3)",-0.24013326433853996,Pruned
"c(1, 1, 3)",-0.02698935184497515,Pruned
"c(1, 1, 3)",-0.048223281910917015,Pruned
"c(1, 1, 3)",-0.038251141804975325,Pruned
"c(1, 1, 3)",0.35629029720348404,Pruned
"c(1, 1, 3)",-0.26305663142448377,Pruned
"c(1, 1, 3)",-0.09393008126134932,Pruned
"c(1, 1, 3)",-0.07763079314622609,Pruned
"c(1, 1, 3)",-0.3840739653343778,Pruned
"c(1, 1, 3)",0.01508560215612208,Pruned
"c(1, 1, 3)",0.0348876684426525,Pruned
"c(1, 1, 3)",-0.022279940926021008,Pruned
"c(1, 1, 3)",0.11030012349467806,Pruned
"c(1, 1, 3)",0.07485621009964799,Pruned
"c(1, 1, 3)",0.061141655925337164,Pruned
"c(1, 1, 3)",0.11385232874654849,Pruned
"c(1, 1, 3)",-0.019361912976659585,Pruned
"c(1, 1, 3)",-0.05041608422394452,Pruned
"c(1, 1, 3)",-0.1452038074824131,Pruned
"c(1, 1, 3)",-0.01777913137319793,Pruned
"c(1, 1, 3)",0.22321035314136947,Pruned
"c(1, 1, 3)",-0.0481170429891113,Pruned
"c(1, 1, 3)",-0.19592007249022636,Pruned
"c(1, 1, 3)",0.14901802494730848,Pruned
"c(1, 1, 3)",0.08616509279018914,Pruned
"c(1, 1, 3)",-0.002343392492666668,Pruned
"c(1, 1, 3)",0.0337389564455454,Pruned
"c(1, 1, 3)",0.00575774880996181,Pruned
"c(1, 1, 3)",0.24769411437515335,Pruned
"c(1, 1, 3)",0.08951869386744638,Pruned
"c(1, 1, 3)",-0.24110311557780773,Pruned
"c(1, 1, 3)",-0.11411203073809068,Pruned
"c(1, 1, 3)",-0.07547139848429087,Pruned
